baseClass,baseLabel,equivalentClass,equivalentLabel
http://purl.obolibrary.org/obo/HP_0011219,Short face,http://purl.obolibrary.org/obo/MP_0030066,short face
http://purl.obolibrary.org/obo/HP_0011279,Abnormality of urine bicarbonate concentration,http://purl.obolibrary.org/obo/MP_0011461,abnormal urine bicarbonate level
http://purl.obolibrary.org/obo/HP_0011280,Abnormality of urine calcium concentration,http://purl.obolibrary.org/obo/MP_0002985,abnormal urine calcium level
http://purl.obolibrary.org/obo/HP_0011281,Abnormality of urine catecholamine concentration,http://purl.obolibrary.org/obo/MP_0011478,abnormal urine catecholamine level
http://purl.obolibrary.org/obo/HP_0011282,Abnormality of hindbrain morphology,http://purl.obolibrary.org/obo/MP_0000841,abnormal hindbrain morphology
http://purl.obolibrary.org/obo/HP_0011297,Abnormal digit morphology,http://purl.obolibrary.org/obo/MP_0002110,abnormal digit morphology
http://purl.obolibrary.org/obo/HP_0011314,Abnormality of long bone morphology,http://purl.obolibrary.org/obo/MP_0003723,abnormal long bone morphology
http://purl.obolibrary.org/obo/HP_0011323,Cleft of chin,http://purl.obolibrary.org/obo/MP_0000114,cleft chin
http://purl.obolibrary.org/obo/HP_0011372,Aplasia of the inner ear,http://purl.obolibrary.org/obo/MP_0006285,absent inner ear
http://purl.obolibrary.org/obo/HP_0011373,Incomplete partition of the cochlea,http://purl.obolibrary.org/obo/MP_0003148,decreased cochlear coiling
http://purl.obolibrary.org/obo/HP_0011375,Cochlear aplasia,http://purl.obolibrary.org/obo/MP_0003147,absent cochlea
http://purl.obolibrary.org/obo/HP_0011376,Morphological abnormality of the vestibule of the inner ear,http://purl.obolibrary.org/obo/MP_0000034,abnormal inner ear vestibule morphology
http://purl.obolibrary.org/obo/HP_0011377,Aplasia of the vestibule,http://purl.obolibrary.org/obo/MP_0004314,absent inner ear vestibule
http://purl.obolibrary.org/obo/HP_0011390,Morphological abnormality of the inner ear,http://purl.obolibrary.org/obo/MP_0000026,abnormal inner ear morphology
http://purl.obolibrary.org/obo/HP_0011393,Aplasia of the vestibular nerve.,http://purl.obolibrary.org/obo/MP_0004719,absent vestibular nerve
http://purl.obolibrary.org/obo/HP_0011423,Hyperchloremia,http://purl.obolibrary.org/obo/MP_0003019,increased circulating chloride level
http://purl.obolibrary.org/obo/HP_0011441,Abnormality of the medulla oblongata,http://purl.obolibrary.org/obo/MP_0000846,abnormal medulla oblongata morphology
http://purl.obolibrary.org/obo/HP_0011455,Absent malleus,http://purl.obolibrary.org/obo/MP_0004319,absent malleus
http://purl.obolibrary.org/obo/HP_0011456,Absent stapes,http://purl.obolibrary.org/obo/MP_0004204,absent stapes
http://purl.obolibrary.org/obo/HP_0011472,Abnormality of small intestinal villus morphology,http://purl.obolibrary.org/obo/MP_0008108,abnormal small intestinal villus morphology
http://purl.obolibrary.org/obo/HP_0011473,Villous atrophy,http://purl.obolibrary.org/obo/MP_0014078,small intestinal villus atrophy
http://purl.obolibrary.org/obo/HP_0011482,Abnormal lacrimal gland morphology,http://purl.obolibrary.org/obo/MP_0001346,abnormal lacrimal gland morphology
http://purl.obolibrary.org/obo/HP_0011486,Abnormality of corneal thickness,http://purl.obolibrary.org/obo/MP_0011961,abnormal cornea thickness
http://purl.obolibrary.org/obo/HP_0011487,Increased corneal thickness,http://purl.obolibrary.org/obo/MP_0011962,increased cornea thickness
http://purl.obolibrary.org/obo/HP_0011490,Abnormal Descemet membrane morphology,http://purl.obolibrary.org/obo/MP_0004284,abnormal Descemet membrane
http://purl.obolibrary.org/obo/HP_0011642,Abnormal coronary sinus morphology,http://purl.obolibrary.org/obo/MP_0010436,abnormal coronary sinus morphology
http://purl.obolibrary.org/obo/HP_0011732,Abnormality of adrenal morphology,http://purl.obolibrary.org/obo/MP_0000639,abnormal adrenal gland morphology
http://purl.obolibrary.org/obo/HP_0011733,Abnormality of adrenal physiology,http://purl.obolibrary.org/obo/MP_0002909,abnormal adrenal gland physiology
http://purl.obolibrary.org/obo/HP_0011742,Ectopic adrenal gland,http://purl.obolibrary.org/obo/MP_0011362,ectopic adrenal gland
http://purl.obolibrary.org/obo/HP_0011755,Ectopic posterior pituitary,http://purl.obolibrary.org/obo/MP_0013358,ectopic neurohypophysis
http://purl.obolibrary.org/obo/HP_0011756,Posterior pituitary agenesis,http://purl.obolibrary.org/obo/MP_0013926,absent neurohypophysis
http://purl.obolibrary.org/obo/HP_0011788,Increased circulating free T3,http://purl.obolibrary.org/obo/MP_0005480,increased circulating triiodothyronine level
http://purl.obolibrary.org/obo/HP_0011800,Midface retrusion,http://purl.obolibrary.org/obo/MP_0012085,midface hypoplasia
http://purl.obolibrary.org/obo/HP_0011803,Bifid nose,http://purl.obolibrary.org/obo/MP_0030117,bifid nose
http://purl.obolibrary.org/obo/HP_0011819,Submucous cleft soft palate,http://purl.obolibrary.org/obo/MP_0013547,submucous cleft soft palate
http://purl.obolibrary.org/obo/HP_0011830,Abnormal oral mucosa morphology,http://purl.obolibrary.org/obo/MP_0003745,abnormal oral mucosa morphology
http://purl.obolibrary.org/obo/HP_0011839,Abnormal T cell count,http://purl.obolibrary.org/obo/MP_0006387,abnormal T cell number
http://purl.obolibrary.org/obo/HP_0011840,Abnormality of T cell physiology,http://purl.obolibrary.org/obo/MP_0002444,abnormal T cell physiology
http://purl.obolibrary.org/obo/HP_0011842,Abnormality of skeletal morphology,http://purl.obolibrary.org/obo/MP_0005508,abnormal skeleton morphology
http://purl.obolibrary.org/obo/HP_0011862,Abnormal bone collagen fibril morphology,http://purl.obolibrary.org/obo/MP_0011642,abnormal bone collagen fibril morphology
http://purl.obolibrary.org/obo/HP_0011869,Abnormal platelet function,http://purl.obolibrary.org/obo/MP_0005464,abnormal platelet physiology
http://purl.obolibrary.org/obo/HP_0011875,Abnormal platelet morphology,http://purl.obolibrary.org/obo/MP_0004720,abnormal platelet morphology
http://purl.obolibrary.org/obo/HP_0011876,Abnormal platelet volume,http://purl.obolibrary.org/obo/MP_0002586,abnormal platelet volume
http://purl.obolibrary.org/obo/HP_0011877,Increased mean platelet volume,http://purl.obolibrary.org/obo/MP_0002599,increased mean platelet volume
http://purl.obolibrary.org/obo/HP_0011885,Hemorrhage of the eye,http://purl.obolibrary.org/obo/MP_0006203,eye hemorrhage
http://purl.obolibrary.org/obo/HP_0011893,Abnormal leukocyte count,http://purl.obolibrary.org/obo/MP_0000217,abnormal leukocyte cell number
http://purl.obolibrary.org/obo/HP_0011927,Short digit,http://purl.obolibrary.org/obo/MP_0002544,brachydactyly
http://purl.obolibrary.org/obo/HP_0011935,Decreased urinary urate,http://purl.obolibrary.org/obo/MP_0011424,decreased urine uric acid level
http://purl.obolibrary.org/obo/HP_0011965,Abnormal circulating citrulline concentration,http://purl.obolibrary.org/obo/MP_0020835,abnormal circulating citrulline level
http://purl.obolibrary.org/obo/HP_0011966,Elevated plasma citrulline,http://purl.obolibrary.org/obo/MP_0020836,increased circulating citrulline level
http://purl.obolibrary.org/obo/HP_0011969,Elevated circulating luteinizing hormone level,http://purl.obolibrary.org/obo/MP_0001751,increased circulating luteinizing hormone level
http://purl.obolibrary.org/obo/HP_0011976,Elevated urinary catecholamines,http://purl.obolibrary.org/obo/MP_0030766,increased urine catecholamine level
http://purl.obolibrary.org/obo/HP_0011979,Elevated urinary dopamine,http://purl.obolibrary.org/obo/MP_0030768,increased urine dopamine level
http://purl.obolibrary.org/obo/HP_0011991,Abnormal neutrophil count,http://purl.obolibrary.org/obo/MP_0012440,abnormal neutrophil cell number
http://purl.obolibrary.org/obo/HP_0011994,Abnormal atrial septum morphology,http://purl.obolibrary.org/obo/MP_0000282,abnormal interatrial septum morphology
http://purl.obolibrary.org/obo/HP_0012025,Abnormal circulating ornithine concentration,http://purl.obolibrary.org/obo/MP_0030649,abnormal circulating ornithine level
http://purl.obolibrary.org/obo/HP_0012026,Hyperornithinemia,http://purl.obolibrary.org/obo/MP_0030650,increased circulating ornithine level
http://purl.obolibrary.org/obo/HP_0012029,Abnormal urine hormone level,http://purl.obolibrary.org/obo/MP_0011538,abnormal urine hormone level
http://purl.obolibrary.org/obo/HP_0012081,Enlarged cerebellum,http://purl.obolibrary.org/obo/MP_0008914,enlarged cerebellum
http://purl.obolibrary.org/obo/HP_0012086,Abnormal urinary color,http://purl.obolibrary.org/obo/MP_0003619,abnormal urine color
http://purl.obolibrary.org/obo/HP_0012090,Abnormal pancreas morphology,http://purl.obolibrary.org/obo/MP_0001944,abnormal pancreas morphology
http://purl.obolibrary.org/obo/HP_0012092,Abnormality of exocrine pancreas physiology,http://purl.obolibrary.org/obo/MP_0010148,abnormal exocrine pancreas physiology
http://purl.obolibrary.org/obo/HP_0012093,Abnormality of endocrine pancreas physiology,http://purl.obolibrary.org/obo/MP_0010147,abnormal endocrine pancreas physiology
http://purl.obolibrary.org/obo/HP_0012100,Abnormal circulating creatinine level,http://purl.obolibrary.org/obo/MP_0005328,abnormal circulating creatinine level
http://purl.obolibrary.org/obo/HP_0012101,Decreased serum creatinine,http://purl.obolibrary.org/obo/MP_0005554,decreased circulating creatinine level
http://purl.obolibrary.org/obo/HP_0012111,Abnormality of circulating glucocorticoid level,http://purl.obolibrary.org/obo/MP_0003366,abnormal circulating glucocorticoid level
http://purl.obolibrary.org/obo/HP_0012112,Abnormal circulating corticosterone level,http://purl.obolibrary.org/obo/MP_0005345,abnormal circulating corticosterone level
http://purl.obolibrary.org/obo/HP_0012116,Abnormal albumin level,http://purl.obolibrary.org/obo/MP_0000199,abnormal circulating serum albumin level
http://purl.obolibrary.org/obo/HP_0012120,Methylmalonic aciduria,http://purl.obolibrary.org/obo/MP_0030614,methylmalonic aciduria
http://purl.obolibrary.org/obo/HP_0012132,Erythroid hyperplasia,http://purl.obolibrary.org/obo/MP_0003135,increased erythroid progenitor cell number
http://purl.obolibrary.org/obo/HP_0012133,Erythroid hypoplasia,http://purl.obolibrary.org/obo/MP_0008973,decreased erythroid progenitor cell number
http://purl.obolibrary.org/obo/HP_0012153,Hypotriglyceridemia,http://purl.obolibrary.org/obo/MP_0002644,decreased circulating triglyceride level
http://purl.obolibrary.org/obo/HP_0012165,Oligodactyly,http://purl.obolibrary.org/obo/MP_0000565,oligodactyly
http://purl.obolibrary.org/obo/HP_0012176,Abnormal natural killer cell morphology,http://purl.obolibrary.org/obo/MP_0005068,abnormal NK cell morphology
http://purl.obolibrary.org/obo/HP_0012177,Abnormal natural killer cell physiology,http://purl.obolibrary.org/obo/MP_0010766,abnormal NK cell physiology
http://purl.obolibrary.org/obo/HP_0012184,Increased HDL cholesterol concentration,http://purl.obolibrary.org/obo/MP_0001556,increased circulating HDL cholesterol level
http://purl.obolibrary.org/obo/HP_0012243,Abnormal reproductive system morphology,http://purl.obolibrary.org/obo/MP_0002160,abnormal reproductive system morphology
http://purl.obolibrary.org/obo/HP_0012252,Abnormal respiratory system morphology,http://purl.obolibrary.org/obo/MP_0002132,abnormal respiratory system morphology
http://purl.obolibrary.org/obo/HP_0012269,Abnormal muscle glycogen content,http://purl.obolibrary.org/obo/MP_0014068,abnormal muscle glycogen level
http://purl.obolibrary.org/obo/HP_0012277,Hypoglycinemia,http://purl.obolibrary.org/obo/MP_0030656,decreased circulating glycine level
http://purl.obolibrary.org/obo/HP_0012278,Abnormal circulating serine concentration,http://purl.obolibrary.org/obo/MP_0030693,abnormal circulating serine level
http://purl.obolibrary.org/obo/HP_0012279,Hyposerinemia,http://purl.obolibrary.org/obo/MP_0030695,decreased circulating serine level
http://purl.obolibrary.org/obo/HP_0012285,Abnormal hypothalamus physiology,http://purl.obolibrary.org/obo/MP_0005645,abnormal hypothalamus physiology
http://purl.obolibrary.org/obo/HP_0012286,Abnormal hypothalamus morphology,http://purl.obolibrary.org/obo/MP_0000837,abnormal hypothalamus morphology
http://purl.obolibrary.org/obo/HP_0012303,Abnormal aortic arch morphology,http://purl.obolibrary.org/obo/MP_0004113,abnormal aortic arch morphology
http://purl.obolibrary.org/obo/HP_0012304,Hypoplastic aortic arch,http://purl.obolibrary.org/obo/MP_0010485,aortic arch hypoplasia
http://purl.obolibrary.org/obo/HP_0012310,Abnormal monocyte count,http://purl.obolibrary.org/obo/MP_0012441,abnormal monocyte cell number
http://purl.obolibrary.org/obo/HP_0012311,Monocytosis,http://purl.obolibrary.org/obo/MP_0000220,increased monocyte cell number
http://purl.obolibrary.org/obo/HP_0012312,Monocytopenia,http://purl.obolibrary.org/obo/MP_0000223,decreased monocyte cell number
http://purl.obolibrary.org/obo/HP_0012326,Abnormal celiac artery morphology,http://purl.obolibrary.org/obo/MP_0013854,abnormal celiac artery morphology
http://purl.obolibrary.org/obo/HP_0012331,Abnormal autonomic nervous system morphology,http://purl.obolibrary.org/obo/MP_0002751,abnormal autonomic nervous system morphology
http://purl.obolibrary.org/obo/HP_0012332,Abnormal autonomic nervous system physiology,http://purl.obolibrary.org/obo/MP_0006276,abnormal autonomic nervous system physiology
http://purl.obolibrary.org/obo/HP_0012364,Decreased urinary potassium,http://purl.obolibrary.org/obo/MP_0005618,decreased urine potassium level
http://purl.obolibrary.org/obo/HP_0012365,Hypophosphaturia,http://purl.obolibrary.org/obo/MP_0002901,increased urine phosphate level
http://purl.obolibrary.org/obo/HP_0012368,Flat face,http://purl.obolibrary.org/obo/MP_0012175,flat face
http://purl.obolibrary.org/obo/HP_0012372,Abnormal eye morphology,http://purl.obolibrary.org/obo/MP_0002092,abnormal eye morphology
http://purl.obolibrary.org/obo/HP_0012373,Abnormal eye physiology,http://purl.obolibrary.org/obo/MP_0005253,abnormal eye physiology
http://purl.obolibrary.org/obo/HP_0012404,Abnormal urine citrate concentration,http://purl.obolibrary.org/obo/MP_0030777,abnormal urine citrate level
http://purl.obolibrary.org/obo/HP_0012405,Hypocitraturia,http://purl.obolibrary.org/obo/MP_0030779,decreased urine citrate level
http://purl.obolibrary.org/obo/HP_0012406,Hypercitraturia,http://purl.obolibrary.org/obo/MP_0030778,increased urine citrate level
http://purl.obolibrary.org/obo/HP_0012440,Abnormal biliary tract morphology,http://purl.obolibrary.org/obo/MP_0005083,abnormal biliary tract morphology
http://purl.obolibrary.org/obo/HP_0012444,Brain atrophy,http://purl.obolibrary.org/obo/MP_0012506,brain atrophy
http://purl.obolibrary.org/obo/HP_0012465,Elevated hepatic iron concentration,http://purl.obolibrary.org/obo/MP_0008807,increased liver iron level
http://purl.obolibrary.org/obo/HP_0012504,Abnormal size of pituitary gland,http://purl.obolibrary.org/obo/MP_0008936,abnormal pituitary gland size
http://purl.obolibrary.org/obo/HP_0012505,Enlarged pituitary gland,http://purl.obolibrary.org/obo/MP_0000636,enlarged pituitary gland
http://purl.obolibrary.org/obo/HP_0012506,Small pituitary gland,http://purl.obolibrary.org/obo/MP_0005361,small pituitary gland
http://purl.obolibrary.org/obo/HP_0012517,Reduced catalase activity,http://purl.obolibrary.org/obo/MP_0011594,decreased catalase activity
http://purl.obolibrary.org/obo/HP_0012518,Abnormal circle of Willis morphology,http://purl.obolibrary.org/obo/MP_0014016,abnormal circle of Willis morphology
http://purl.obolibrary.org/obo/HP_0012524,Abnormal platelet shape,http://purl.obolibrary.org/obo/MP_0003405,abnormal platelet shape
http://purl.obolibrary.org/obo/HP_0012569,Delayed menarche,http://purl.obolibrary.org/obo/MP_0003377,late onset of menarche
http://purl.obolibrary.org/obo/HP_0012585,Renal atrophy,http://purl.obolibrary.org/obo/MP_0004970,kidney atrophy
http://purl.obolibrary.org/obo/HP_0012590,Abnormal urine output,http://purl.obolibrary.org/obo/MP_0001756,abnormal urination
http://purl.obolibrary.org/obo/HP_0012598,Abnormal urine potassium concentration,http://purl.obolibrary.org/obo/MP_0004820,abnormal urine potassium level
http://purl.obolibrary.org/obo/HP_0012599,Abnormal urine phosphate concentration,http://purl.obolibrary.org/obo/MP_0002900,abnormal urine phosphate level
http://purl.obolibrary.org/obo/HP_0012600,Abnormal urine chloride concentration,http://purl.obolibrary.org/obo/MP_0011458,abnormal urine chloride ion level
http://purl.obolibrary.org/obo/HP_0012601,Hypochloriduria,http://purl.obolibrary.org/obo/MP_0011460,decreased urine chloride ion level
http://purl.obolibrary.org/obo/HP_0012603,Abnormal urine sodium concentration,http://purl.obolibrary.org/obo/MP_0006274,abnormal urine sodium level
http://purl.obolibrary.org/obo/HP_0012607,Abnormal urine magnesium concentration,http://purl.obolibrary.org/obo/MP_0011434,abnormal urine magnesium level
http://purl.obolibrary.org/obo/HP_0012608,Hypermagnesiuria,http://purl.obolibrary.org/obo/MP_0011435,increased urine magnesium level
http://purl.obolibrary.org/obo/HP_0012609,Hypomagnesiuria,http://purl.obolibrary.org/obo/MP_0011436,decreased urine magnesium level
http://purl.obolibrary.org/obo/HP_0012610,Abnormality of urinary uric acid concentration,http://purl.obolibrary.org/obo/MP_0009809,abnormal urine uric acid level
http://purl.obolibrary.org/obo/HP_0012611,Increased urinary urate,http://purl.obolibrary.org/obo/MP_0011537,uraturia
http://purl.obolibrary.org/obo/HP_0012612,Abnormal urinary sulfate concentration,http://purl.obolibrary.org/obo/MP_0009471,abnormal urine sulfate level
http://purl.obolibrary.org/obo/HP_0012613,Increased urinary sulfate,http://purl.obolibrary.org/obo/MP_0009472,increased urine sulfate level
http://purl.obolibrary.org/obo/HP_0012639,Abnormality of nervous system morphology,http://purl.obolibrary.org/obo/MP_0003632,abnormal nervous system morphology
http://purl.obolibrary.org/obo/HP_0012648,Decreased inflammatory response,http://purl.obolibrary.org/obo/MP_0001876,decreased inflammatory response
http://purl.obolibrary.org/obo/HP_0012649,Increased inflammatory response,http://purl.obolibrary.org/obo/MP_0001846,increased inflammatory response
http://purl.obolibrary.org/obo/HP_0012675,Iron accumulation in brain,http://purl.obolibrary.org/obo/MP_0020365,increased brain iron level
http://purl.obolibrary.org/obo/HP_0012676,Copper accumulation in brain,http://purl.obolibrary.org/obo/MP_0011214,increased brain copper level
http://purl.obolibrary.org/obo/HP_0012681,Abnormality of pineal morphology,http://purl.obolibrary.org/obo/MP_0000632,abnormal pineal gland morphology
http://purl.obolibrary.org/obo/HP_0012688,Abnormality of pineal physiology,http://purl.obolibrary.org/obo/MP_0011728,abnormal pineal gland physiology
http://purl.obolibrary.org/obo/HP_0012731,Ectopic anterior pituitary gland,http://purl.obolibrary.org/obo/MP_0013357,ectopic adenohypophysis
http://purl.obolibrary.org/obo/HP_0012744,Femoral aplasia,http://purl.obolibrary.org/obo/MP_0004349,absent femur
http://purl.obolibrary.org/obo/HP_0012757,Abnormal neuron morphology,http://purl.obolibrary.org/obo/MP_0002882,abnormal neuron morphology
http://purl.obolibrary.org/obo/HP_0012767,Abnormal placental size,http://purl.obolibrary.org/obo/MP_0004258,abnormal placenta size
http://purl.obolibrary.org/obo/HP_0012862,Abnormal germ cell morphology,http://purl.obolibrary.org/obo/MP_0002208,abnormal germ cell morphology
http://purl.obolibrary.org/obo/HP_0012863,Abnormal male germ cell morphology,http://purl.obolibrary.org/obo/MP_0006362,abnormal male germ cell morphology
http://purl.obolibrary.org/obo/HP_0012875,Abnormal ejaculation,http://purl.obolibrary.org/obo/MP_0001378,abnormal ejaculation
http://purl.obolibrary.org/obo/HP_0020047,Abnormal myeloid cell morphology,http://purl.obolibrary.org/obo/MP_0013658,abnormal myeloid cell morphology
http://purl.obolibrary.org/obo/HP_0025016,Abnormal capillary morphology,http://purl.obolibrary.org/obo/MP_0003658,abnormal capillary morphology
http://purl.obolibrary.org/obo/HP_0025028,Abnormality of enteric nervous system morphology,http://purl.obolibrary.org/obo/MP_0001044,abnormal enteric nervous system morphology
http://purl.obolibrary.org/obo/HP_0025057,Abnormality of olfactory lobe morphology,http://purl.obolibrary.org/obo/MP_0009944,abnormal olfactory lobe morphology
http://purl.obolibrary.org/obo/HP_0025100,Abnormal morphology of the hippocampus,http://purl.obolibrary.org/obo/MP_0000807,abnormal hippocampus morphology
http://purl.obolibrary.org/obo/HP_0025321,Copper accumulation in liver,http://purl.obolibrary.org/obo/MP_0003066,increased liver copper level
http://purl.obolibrary.org/obo/HP_0025376,Hyperglutaminuria,http://purl.obolibrary.org/obo/MP_0030617,hyperglutaminuria
http://purl.obolibrary.org/obo/HP_0025575,Abnormal superior vena cava morphology,http://purl.obolibrary.org/obo/MP_0006064,abnormal superior vena cava morphology
http://purl.obolibrary.org/obo/HP_0025576,Abnormal inferior vena cava morphology,http://purl.obolibrary.org/obo/MP_0006063,abnormal inferior vena cava morphology
http://purl.obolibrary.org/obo/HP_0025579,Abnormal left atrium morphology,http://purl.obolibrary.org/obo/MP_0003923,abnormal heart left atrium morphology
http://purl.obolibrary.org/obo/HP_0025580,Abnormal right atrium morphology,http://purl.obolibrary.org/obo/MP_0003922,abnormal heart right atrium morphology
http://purl.obolibrary.org/obo/HP_0030037,Bifid ureter,http://purl.obolibrary.org/obo/MP_0003584,bifid ureter
http://purl.obolibrary.org/obo/HP_0030039,Fused thoracic vertebrae,http://purl.obolibrary.org/obo/MP_0004623,thoracic vertebral fusion
http://purl.obolibrary.org/obo/HP_0030040,Fused lumbar vertebrae,http://purl.obolibrary.org/obo/MP_0004621,lumbar vertebral fusion
http://purl.obolibrary.org/obo/HP_0030082,Abnormal drinking behavior,http://purl.obolibrary.org/obo/MP_0001422,abnormal drinking behavior
http://purl.obolibrary.org/obo/HP_0030087,Abnormal serum testosterone level,http://purl.obolibrary.org/obo/MP_0005180,abnormal circulating testosterone level
http://purl.obolibrary.org/obo/HP_0030088,Increased serum testosterone level,http://purl.obolibrary.org/obo/MP_0002781,increased circulating testosterone level
http://purl.obolibrary.org/obo/HP_0030277,Abnormal vertebral pedicle morphology,http://purl.obolibrary.org/obo/MP_0004604,abnormal vertebral pedicle morphology
http://purl.obolibrary.org/obo/HP_0030305,Decreased number of vertebrae,http://purl.obolibrary.org/obo/MP_0004645,decreased vertebrae number
http://purl.obolibrary.org/obo/HP_0030321,Abnormal vertebral artery morphology,http://purl.obolibrary.org/obo/MP_0011513,abnormal vertebral artery morphology
http://purl.obolibrary.org/obo/HP_0030326,Abnormal macrophage count,http://purl.obolibrary.org/obo/MP_0020202,abnormal macrophage cell number
http://purl.obolibrary.org/obo/HP_0030333,Abnormal alpha-beta T cell morphology,http://purl.obolibrary.org/obo/MP_0012762,abnormal alpha-beta T cell morphology
http://purl.obolibrary.org/obo/HP_0030344,Decreased circulating luteinizing hormone level,http://purl.obolibrary.org/obo/MP_0002773,decreased circulating luteinizing hormone level
http://purl.obolibrary.org/obo/HP_0030347,Abnormal circulating androgen level,http://purl.obolibrary.org/obo/MP_0009819,abnormal circulating androgen level
http://purl.obolibrary.org/obo/HP_0030718,Right atrial enlargement,http://purl.obolibrary.org/obo/MP_0008727,enlarged heart right atrium
http://purl.obolibrary.org/obo/HP_0030968,Abnormal pulmonary vein morphology,http://purl.obolibrary.org/obo/MP_0002726,abnormal pulmonary vein morphology
http://purl.obolibrary.org/obo/HP_0031065,Abnormal ovarian morphology,http://purl.obolibrary.org/obo/MP_0001126,abnormal ovary morphology
http://purl.obolibrary.org/obo/HP_0031066,Abnormal ovarian physiology,http://purl.obolibrary.org/obo/MP_0003507,abnormal ovary physiology
http://purl.obolibrary.org/obo/HP_0031243,Decreased VLDL cholesterol concentration,http://purl.obolibrary.org/obo/MP_0005146,decreased circulating VLDL cholesterol level
http://purl.obolibrary.org/obo/HP_0031278,Abnormal thoracic duct morphology,http://purl.obolibrary.org/obo/MP_0004107,abnormal thoracic duct morphology
http://purl.obolibrary.org/obo/HP_0031295,Left atrial enlargement,http://purl.obolibrary.org/obo/MP_0008726,enlarged heart left atrium
http://purl.obolibrary.org/obo/HP_0031567,Abnormal aortic valve cusp morphology,http://purl.obolibrary.org/obo/MP_0010595,abnormal aortic valve cusp morphology
http://purl.obolibrary.org/obo/HP_0031653,Abnormal heart valve physiology,http://purl.obolibrary.org/obo/MP_0011926,abnormal heart valve physiology
http://purl.obolibrary.org/obo/HP_0031783,Absent coronary sinus,http://purl.obolibrary.org/obo/MP_0010437,absent coronary sinus
http://purl.obolibrary.org/obo/HP_0031793,Increased serum leptin,http://purl.obolibrary.org/obo/MP_0005669,increased circulating leptin level
http://purl.obolibrary.org/obo/HP_0031806,Abnormal basophil count,http://purl.obolibrary.org/obo/MP_0012442,abnormal basophil cell number
http://purl.obolibrary.org/obo/HP_0031807,Increased basophil count,http://purl.obolibrary.org/obo/MP_0002606,increased basophil cell number
http://purl.obolibrary.org/obo/HP_0031808,Decreased basophil count,http://purl.obolibrary.org/obo/MP_0002607,decreased basophil cell number
http://purl.obolibrary.org/obo/HP_0031842,Lymphangiectasis,http://purl.obolibrary.org/obo/MP_0004038,lymphangiectasis
http://purl.obolibrary.org/obo/HP_0031888,Abnormal HDL cholesterol concentration,http://purl.obolibrary.org/obo/MP_0000184,abnormal circulating HDL cholesterol level
http://purl.obolibrary.org/obo/HP_0031889,Abnormal VLDL cholesterol concentration,http://purl.obolibrary.org/obo/MP_0005144,abnormal circulating VLDL cholesterol level
http://purl.obolibrary.org/obo/HP_0032362,Increased circulating corticosterone level,http://purl.obolibrary.org/obo/MP_0001745,increased circulating corticosterone level
http://purl.obolibrary.org/obo/HP_0032363,Decreased circulating corticosterone level,http://purl.obolibrary.org/obo/MP_0002665,decreased circulating corticosterone level
http://purl.obolibrary.org/obo/HP_0040012,Chromosome breakage,http://purl.obolibrary.org/obo/MP_0004028,chromosome breakage
http://purl.obolibrary.org/obo/HP_0040013,Decreased mitochondrial number,http://purl.obolibrary.org/obo/MP_0011629,decreased mitochondria number
http://purl.obolibrary.org/obo/HP_0040014,Increased mitochondrial number,http://purl.obolibrary.org/obo/MP_0011628,increased mitochondria number
http://purl.obolibrary.org/obo/HP_0040071,Abnormal morphology of ulna,http://purl.obolibrary.org/obo/MP_0005108,abnormal ulna morphology
http://purl.obolibrary.org/obo/HP_0040075,Hypopituitarism,http://purl.obolibrary.org/obo/MP_0003348,hypopituitarism
http://purl.obolibrary.org/obo/HP_0040081,Abnormal circulating creatine kinase concentration,http://purl.obolibrary.org/obo/MP_0010089,abnormal circulating creatine kinase level
http://purl.obolibrary.org/obo/HP_0040084,Abnormal circulating renin,http://purl.obolibrary.org/obo/MP_0003349,abnormal circulating renin level
http://purl.obolibrary.org/obo/HP_0040088,Abnormal lymphocyte count,http://purl.obolibrary.org/obo/MP_0000717,abnormal lymphocyte cell number
http://purl.obolibrary.org/obo/HP_0040089,Abnormal natural killer cell count,http://purl.obolibrary.org/obo/MP_0008043,abnormal NK cell number
http://purl.obolibrary.org/obo/HP_0040134,Abnormal hepatic iron concentration,http://purl.obolibrary.org/obo/MP_0008738,abnormal liver iron level
http://purl.obolibrary.org/obo/HP_0040163,Abnormal pelvis bone morphology,http://purl.obolibrary.org/obo/MP_0004509,abnormal pelvic girdle bone morphology
http://purl.obolibrary.org/obo/HP_0040171,Decreased serum testosterone level,http://purl.obolibrary.org/obo/MP_0002780,decreased circulating testosterone level
http://purl.obolibrary.org/obo/HP_0040194,Increased head circumference,http://purl.obolibrary.org/obo/MP_0000434,megacephaly
http://purl.obolibrary.org/obo/HP_0040195,Decreased head circumference,http://purl.obolibrary.org/obo/MP_0000433,microcephaly
http://purl.obolibrary.org/obo/HP_0040215,Abnormal circulating insulin level,http://purl.obolibrary.org/obo/MP_0001560,abnormal circulating insulin level
http://purl.obolibrary.org/obo/HP_0040216,Hypoinsulinemia,http://purl.obolibrary.org/obo/MP_0002727,decreased circulating insulin level
http://purl.obolibrary.org/obo/HP_0040218,Reduced natural killer cell count,http://purl.obolibrary.org/obo/MP_0008045,decreased NK cell number
http://purl.obolibrary.org/obo/HP_0040219,Absent natural killer cells,http://purl.obolibrary.org/obo/MP_0008046,absent NK cells
