sub_label,sub_bearer_label,sub_classification,super_label,super_bearer_label,super_classification
'impaired ureteric peristalsis','ureteric peristalsis',Occurent,'abnormal ureter physiology','ureter',Continuant
'abnormal kidney apoptosis','apoptotic process',Occurent,'abnormal kidney physiology','kidney',Continuant
'adrenal gland cyst','cyst',Other,'abnormal adrenal gland morphology','adrenal gland',Continuant
'abnormal adrenal gland development','adrenal gland development',Occurent,'abnormal adrenal gland morphology','adrenal gland',Continuant
'lacrimal gland inflammation','inflammatory response',Occurent,'abnormal lacrimal gland physiology','lacrimal gland',Continuant
'abnormal ovulation cycle','ovulation cycle',Occurent,'abnormal female reproductive system physiology','female reproductive system',Continuant
'abnormal macrophage chemotaxis','macrophage chemotaxis',Occurent,'abnormal macrophage physiology','macrophage',Continuant
'abnormal pineal gland development','pineal gland development',Occurent,'abnormal pineal gland morphology','pineal body',Continuant
'duodenal lesions','tissue specific degenerative process',Other,'abnormal duodenum morphology','duodenum',Continuant
'decreased hepatocyte proliferation','hepatocyte proliferation',Occurent,'abnormal hepatocyte physiology','hepatocyte',Continuant
'emphysema','emphysema',Other,'abnormal respiratory system physiology','respiratory system',Continuant
'patent ductus venosus','ductus venosus',Continuant,'abnormal vascular regression','apoptotic process involved in blood vessel morphogenesis',Occurent
'uterine cervix inflammation','inflammatory response',Occurent,'abnormal uterus physiology','uterus',Continuant
'arteriosclerosis','sclerosis',Other,'abnormal artery morphology','artery',Continuant
'small embryonic telencephalon','future telencephalon',Continuant,'abnormal telencephalon development','telencephalon development',Occurent
'abnormal organ of Corti supporting cell proliferation','cell proliferation',Occurent,'abnormal organ of Corti supporting cell physiology','organ of Corti supporting cell',Continuant
'abnormal thyroid gland development','thyroid gland development',Occurent,'abnormal thyroid gland morphology','thyroid gland',Continuant
'abnormal intestine regeneration','regeneration',Occurent,'abnormal intestine physiology','intestine',Continuant
'abnormal osteocyte apoptosis','apoptotic process',Occurent,'abnormal osteocyte physiology','osteocyte',Continuant
'abnormal primordial germ cell apoptosis','apoptotic process',Occurent,'abnormal germ cell physiology','germ cell',Continuant
'abnormal rostral migratory stream morphology','rostral migratory stream',Continuant,'abnormal olfactory bulb development','olfactory bulb development',Occurent
'abnormal osteoblast differentiation','osteoblast differentiation',Occurent,'abnormal osteoblast morphology','osteoblast',Continuant
'abnormal sex gland secretion','secretion by tissue',Occurent,'abnormal sex gland physiology','reproductive gland',Continuant
'abnormal cell proliferation','cell proliferation',Occurent,'abnormal cell physiology','cell',Continuant
'abnormal osteoclast differentiation','osteoclast differentiation',Occurent,'abnormal osteoclast morphology','osteoclast',Continuant
'kidney inflammation','inflammatory response',Occurent,'abnormal kidney physiology','kidney',Continuant
'abnormal cell death','cell death',Occurent,'abnormal cell physiology','cell',Continuant
'abnormal platelet calcium level','calcium atom',Continuant,'abnormal calcium ion homeostasis','calcium ion homeostasis',Occurent
'abnormal hematopoietic stem cell proliferation','hematopoietic stem cell proliferation',Occurent,'abnormal hematopoietic stem cell physiology','hematopoietic stem cell',Continuant
'hemorrhage','hemorrhage and non-specified extravasation',Other,'abnormal blood circulation','blood circulation',Occurent
'abnormal pituitary gland development','pituitary gland development',Occurent,'abnormal pituitary gland morphology','pituitary gland',Continuant
'retinal neovascularization','blood vessel remodeling',Occurent,'abnormal retinal vasculature morphology','retina blood vessel',Continuant
'abnormal spleen mesenchyme morphology','spleen primordium',Continuant,'abnormal spleen development','spleen development',Occurent
'abnormal cardiac muscle relaxation','relaxation of cardiac muscle',Occurent,'abnormal cardiovascular system physiology','cardiovascular system',Continuant
'abnormal heartbeat','heart contraction',Occurent,'abnormal cardiovascular system physiology','cardiovascular system',Continuant
'cardiac muscle necrosis','necrotic cell death',Occurent,'abnormal cardiac muscle tissue morphology','cardiac muscle tissue of myocardium',Continuant
'abnormal glial cell apoptosis','glial cell apoptotic process',Occurent,'abnormal glial cell physiology','glial cell',Continuant
'abnormal neuron proliferation','cell proliferation',Occurent,'abnormal neuron physiology','neuron',Continuant
'abnormal cortical marginal zone morphology','brain marginal zone',Continuant,'abnormal telencephalon development','telencephalon development',Occurent
'abnormal cardiac cell glucose uptake','glucose import',Occurent,'abnormal cardiovascular system physiology','cardiovascular system',Continuant
'abnormal thymocyte activation','DN2 thymocyte',Continuant,'abnormal T cell activation','T cell activation',Occurent
'pulmonary epithelial necrosis','necrotic cell death',Occurent,'abnormal lung epithelium morphology','lung epithelium',Continuant
'abnormal dorsal-ventral polarity of the somites','somite',Continuant,'abnormal somite development','somite development',Occurent
'abnormal somite size','somite',Continuant,'abnormal somite development','somite development',Occurent
'exencephaly','brain',Continuant,'abnormal brain development','brain development',Occurent
'abnormal muscle precursor cell morphology','muscle precursor cell',Continuant,'abnormal myogenesis','muscle cell development',Occurent
'abnormal diaphragm development','diaphragm development',Occurent,'abnormal diaphragm morphology','diaphragm',Continuant
'retinal fibrosis','fibrosis',Other,'abnormal retina morphology','retina',Continuant
'retinal hemorrhage','hemorrhage and non-specified extravasation',Other,'abnormal retina morphology','retina',Continuant
'delayed fertility','multicellular organism',Continuant,'abnormal sexual maturation','development of secondary sexual characteristics',Occurent
'outer ear necrosis','necrotic cell death',Occurent,'abnormal outer ear morphology','external ear',Continuant
'impaired stratum corneum desquamation','corneocyte desquamation',Occurent,'abnormal epidermis stratum corneum morphology','stratum corneum of epidermis',Continuant
'abnormal intervertebral disk development','animal organ development',Occurent,'abnormal intervertebral disk morphology','intervertebral disk',Continuant
'abnormal urine uric acid level','uric acid',Continuant,'abnormal urine homeostasis','homeostatic process',Occurent
'abnormal inner cell mass proliferation','inner cell mass cell proliferation',Occurent,'abnormal embryonic tissue physiology','embryonic tissue',Continuant
'abnormal primordial germ cell proliferation','germ cell proliferation',Occurent,'abnormal germ cell physiology','germ cell',Continuant
'gastric metaplasia','gastric metaplasia',Other,'abnormal stomach morphology','stomach',Continuant
'abnormal reproductive system development','reproductive system development',Occurent,'abnormal reproductive system morphology','reproductive system',Continuant
'absent Schlemm's canal','abnormal canal of Schlemm morphology',Other,'abnormal canal of Schlemm morphology','canal of Schlemm',Continuant
'decreased susceptibility to induced choroidal neovascularization','optic choroid',Continuant,'choroidal neovascularization','blood vessel remodeling',Occurent
'abnormal sperm number','sperm',Continuant,'abnormal gametogenesis','gamete generation',Occurent
'abnormal NK cell physiology','natural killer cell',Continuant,'abnormal innate immunity','innate immune response',Occurent
'thick lung-associated mesenchyme','lung mesenchyme',Continuant,'abnormal lung development','lung development',Occurent
'thin lung-associated mesenchyme','lung mesenchyme',Continuant,'abnormal lung development','lung development',Occurent
'abnormal collateral sprouting','collateral sprouting',Occurent,'abnormal neuron physiology','neuron',Continuant
'abnormal scrotum pigmentation','pigmentation',Occurent,'abnormal scrotum morphology','scrotum',Continuant
'abnormal ear pigmentation','pigmentation',Occurent,'abnormal outer ear skin morphology','skin of external ear',Continuant
'abnormal gamma-delta T cell differentiation','gamma-delta T cell differentiation',Occurent,'abnormal gamma-delta T cell morphology','gamma-delta T cell',Continuant
'abnormal circulating hyaluronic acid level','hyaluronic acid',Continuant,'abnormal blood homeostasis','homeostatic process',Occurent
'abnormal retinal progenitor cell morphology','retinal progenitor cell',Continuant,'abnormal retinal development','retina development in camera-type eye',Occurent
'increased megakaryocyte progenitor cell proliferation','cell proliferation',Occurent,'abnormal megakaryocyte progenitor cell physiology','megakaryocyte progenitor cell',Continuant
'abnormal conotruncal ridge morphology','conotruncal ridge',Continuant,'abnormal cardiac outflow tract development','outflow tract morphogenesis',Occurent
'abnormal circadian sleep/wake cycle','circadian sleep/wake cycle',Occurent,'abnormal circadian behavior','circadian behavior',Other
'abnormal locomotor circadian rhythm','locomotor rhythm',Occurent,'abnormal circadian behavior','circadian behavior',Other
'abnormal limb paddle morphology','limb paddle',Continuant,'abnormal limb development','limb development',Occurent
'abnormal blood viscosity','blood',Continuant,'abnormal blood circulation','blood circulation',Occurent
'abnormal metanephric ureteric bud development','metanephric part of ureteric bud development',Occurent,'abnormal ureteric bud morphology','ureteric bud',Continuant
'abnormal ureter ureteric bud development','ureter part of ureteric bud development',Occurent,'abnormal ureteric bud morphology','ureteric bud',Continuant
'abnormal blood volume','blood',Continuant,'abnormal blood circulation','blood circulation',Occurent
'mandibular cysts','cyst',Other,'abnormal mandible morphology','mandible',Continuant
'renal tubular necrosis','necrotic cell death',Occurent,'abnormal renal tubule morphology','nephron tubule',Continuant
'abnormal mitosis','GO_0007067',Other,'abnormal cell cycle','cell cycle',Occurent
'eye hemorrhage','hemorrhage and non-specified extravasation',Other,'abnormal eye physiology','camera-type eye',Continuant
'avnosmia','detection of pheromone',Occurent,'abnormal somatic nervous system physiology','somatic nervous system',Continuant
'jaw cysts','cyst',Other,'abnormal jaw morphology','jaw skeleton',Continuant
'vulva cysts','cyst',Other,'abnormal external female genitalia morphology','external female genitalia',Continuant
'maxillary cysts','cyst',Other,'abnormal maxilla morphology','maxilla',Continuant
'abnormal hyaloid artery morphology','hyaloid artery',Continuant,'abnormal eye development','eye development',Occurent
'abnormal optic fissure morphology','optic fissure',Continuant,'abnormal eye development','eye development',Occurent
'abnormal artery development','artery development',Occurent,'abnormal artery morphology','artery',Continuant
'abnormal neural fold formation','neural fold formation',Occurent,'abnormal neural fold morphology','neural fold',Continuant
'abnormal corneal stroma development','substantia propria of cornea development',Occurent,'abnormal corneal stroma morphology','substantia propria of cornea',Continuant
'altered susceptibility to atherosclerosis','artery',Continuant,'atherosclerotic lesions','atherosclerosis',Other
'abnormal acrosome reaction','acrosome reaction',Occurent,'abnormal sperm physiology','sperm',Continuant
'abnormal NK cell differentiation','natural killer cell differentiation',Occurent,'abnormal NK cell morphology','natural killer cell',Continuant
'abnormal keratinocyte migration','keratinocyte migration',Occurent,'abnormal keratinocyte physiology','keratinocyte',Continuant
'abnormal sperm capacitation','sperm capacitation',Occurent,'abnormal sperm physiology','sperm',Continuant
'cranial suture sclerosis','sclerosis',Other,'abnormal cranial suture morphology','cranial suture',Continuant
'abnormal fat cell differentiation','fat cell differentiation',Occurent,'abnormal fat cell morphology','fat cell',Continuant
'abnormal brown fat cell differentiation','brown fat cell differentiation',Occurent,'abnormal brown fat cell morphology','brown fat cell',Continuant
'abnormal lens epithelium apoptosis','apoptotic process',Occurent,'abnormal eye physiology','camera-type eye',Continuant
'abnormal white fat cell differentation','white fat cell differentiation',Occurent,'abnormal white fat cell morphology','white fat cell',Continuant
'abnormal associative learning','associative learning behavior',Other,'abnormal learning/memory/conditioning','learning or memory',Occurent
'abnormal lens fiber apoptosis','apoptotic process',Occurent,'abnormal eye physiology','camera-type eye',Continuant
'abnormal lipid level','lipid',Continuant,'abnormal lipid homeostasis','lipid homeostasis',Occurent
'abnormal hepatobiliary system development','system development',Occurent,'abnormal hepatobiliary system morphology','hepatobiliary system',Continuant
'abnormal bile secretion','bile acid secretion',Occurent,'abnormal bile duct physiology','bile duct',Continuant
'renal fibrosis','fibrosis',Other,'abnormal kidney morphology','kidney',Continuant
'abnormal myelination','myelination',Occurent,'abnormal nervous system physiology','nervous system',Continuant
'abnormal rhombic lip morphology','rhombic lip',Continuant,'abnormal brain development','brain development',Occurent
'abnormal fetal cardiomyocyte proliferation','cell proliferation',Occurent,'abnormal fetal cardiomyocyte physiology','fetal cardiomyocyte',Continuant
'abnormal neural tube closure','neural tube closure',Occurent,'abnormal neural tube morphology','neural tube',Continuant
'atrial septal aneurysm','aneurysm',Other,'abnormal interatrial septum morphology','interatrial septum',Continuant
'impaired granulosa cell differentiation','granulosa cell differentiation',Occurent,'abnormal granulosa cell morphology','granulosa cell',Continuant
'abnormal vertebral epiphyseal plate morphology','vertebra',Continuant,'abnormal vertebrae development','animal organ development',Occurent
'abnormal renal filtration','renal filtration',Occurent,'abnormal kidney physiology','kidney',Continuant
'abnormal retinal apoptosis','apoptotic process',Occurent,'abnormal eye physiology','camera-type eye',Continuant
'abnormal erythrocyte clearance','erythrocyte clearance',Occurent,'abnormal erythrocyte physiology','erythrocyte',Continuant
'abnormal mesocardium morphology','mesocardium',Continuant,'abnormal heart development','heart development',Occurent
'abnormal embryonic erythropoiesis','primitive erythrocyte differentiation',Occurent,'abnormal embryonic erythrocyte morphology','primitive red blood cell',Continuant
'congestive heart failure','heart contraction',Occurent,'abnormal cardiovascular system physiology','cardiovascular system',Continuant
'abnormal ameloblast morphology','ameloblast',Continuant,'abnormal enamel development','amelogenesis',Occurent
'abnormal neuron differentiation','neurogenesis',Occurent,'abnormal neuron morphology','neuron',Continuant
'abnormal pancreatic primary cilium morphology','GO_0031513',Other,'abnormal pancreas morphology','pancreas',Continuant
'diaphragmitis','inflammatory response',Occurent,'abnormal muscle physiology','muscle organ',Continuant
'increased facial tumor incidence','neoplasm',Other,'abnormal facial morphology','face',Continuant
'abnormal hair follicle melanocyte morphology','melanocyte',Continuant,'abnormal coat/hair pigmentation','pigmentation',Occurent
'abnormal fetal ductus arteriosus morphology','ductus arteriosus',Continuant,'abnormal vascular development','blood vessel development',Occurent
'abnormal germ cell morphology','germ cell',Continuant,'abnormal gametogenesis','gamete generation',Occurent
'abnormal ureteric bud morphology','ureteric bud',Continuant,'abnormal urinary system development','renal system development',Occurent
'aortopulmonary window','pulmonary artery',Continuant,'abnormal truncus arteriosus septation','division septum assembly',Occurent
'abnormal urine sodium level','sodium atom',Continuant,'abnormal sodium ion homeostasis','sodium ion homeostasis',Occurent
'abnormal T-helper 17 cell differentiation','T-helper 17 cell differentiation',Occurent,'abnormal T-helper 17 cell morphology','T-helper 17 cell',Continuant
'abnormal nipple sheath formation','nipple sheath formation',Occurent,'abnormal nipple sheath morphology','nipple sheath',Continuant
'cardiac interstitial fibrosis','interstitial matrix',Continuant,'cardiac fibrosis','fibrosis',Other
'increased testis apoptosis','apoptotic process',Occurent,'abnormal testis morphology','testis',Continuant
'abnormal mammary gland cord formation','mammary gland cord formation',Occurent,'abnormal mammary gland cord morphology','mammary gland cord',Continuant
'abnormal urine ammonia level','ammonium',Continuant,'abnormal ammonia homeostasis','ammonia homeostasis',Occurent
'hematuria','erythrocyte',Continuant,'abnormal urine homeostasis','homeostatic process',Occurent
'reproductive system inflammation','inflammatory response',Occurent,'abnormal reproductive system physiology','reproductive system',Continuant
'abnormal rhombomere morphology','rhombomere',Continuant,'abnormal hindbrain development','hindbrain development',Occurent
'abnormal dendritic cell apoptosis','dendritic cell apoptotic process',Occurent,'abnormal dendritic cell physiology','dendritic cell',Continuant
'renal artery aneurysm','aneurysm',Other,'abnormal renal artery morphology','renal artery',Continuant
'abnormal cardiac jelly morphology','cardiac jelly',Continuant,'abnormal heart development','heart development',Occurent
'kidney cysts','cyst',Other,'abnormal kidney morphology','kidney',Continuant
'abnormal testes secretion','secretion by tissue',Occurent,'abnormal testis physiology','testis',Continuant
'abnormal ear development','ear development',Occurent,'abnormal ear morphology','ear',Continuant
'abnormal blood urea nitrogen level','urea',Continuant,'abnormal blood homeostasis','homeostatic process',Occurent
'nipple hemorrhage','hemorrhage and non-specified extravasation',Other,'abnormal nipple morphology','nipple',Continuant
'abnormal pontine flexure morphology','pontine flexure',Continuant,'abnormal hindbrain development','hindbrain development',Occurent
'tail necrosis','necrotic cell death',Occurent,'abnormal tail morphology','post-anal tail',Continuant
'abnormal erythrocyte ion transport','ion transport',Occurent,'abnormal erythrocyte physiology','erythrocyte',Continuant
'abnormal platelet activation','platelet activation',Occurent,'abnormal platelet physiology','platelet',Continuant
'ovary inflammation','inflammatory response',Occurent,'abnormal ovary physiology','ovary',Continuant
'abnormal physical strength','multicellular organism',Continuant,'abnormal motor capabilities/coordination/movement','multicellular organismal movement',Occurent
'increased neural tube apoptosis','apoptotic process',Occurent,'abnormal nervous system physiology','nervous system',Continuant
'decreased hindbrain apoptosis','apoptotic process',Occurent,'abnormal nervous system physiology','nervous system',Continuant
'abnormal midbrain-hindbrain boundary morphology','midbrain-hindbrain boundary',Continuant,'abnormal brain development','brain development',Occurent
'abnormal urine organic anion level','organic anion',Continuant,'abnormal ion homeostasis','ion homeostasis',Occurent
'abnormal lung development','lung development',Occurent,'abnormal lung morphology','lung',Continuant
'ovary fibrosis','fibrosis',Other,'abnormal ovary morphology','ovary',Continuant
'gastric cysts','cyst',Other,'abnormal stomach morphology','stomach',Continuant
'abnormal circulating ammonia level','ammonia',Continuant,'abnormal blood homeostasis','homeostatic process',Occurent
'abnormal circulating amino acid level','amino acid',Continuant,'abnormal blood homeostasis','homeostatic process',Occurent
'thoracic aorta aneurysm','aneurysm',Other,'abnormal thoracic aorta morphology','thoracic aorta',Continuant
'aortic sinus aneurysm','aneurysm',Other,'abnormal aortic sinus morphology','sinus of Valsalva',Continuant
"'abnormal CD8-positive, alpha-beta T cell differentiation'","'CD8-positive, alpha-beta T cell differentiation'",Occurent,"'abnormal CD8-positive, alpha beta T cell morphology'","'CD8-positive, alpha-beta T cell'",Continuant
'abnormal adipocyte glucose uptake','glucose import',Occurent,'abnormal adipose tissue physiology','adipose tissue',Continuant
'thymus fibrosis','fibrosis',Other,'abnormal thymus morphology','thymus',Continuant
'thymus cysts','cyst',Other,'abnormal thymus morphology','thymus',Continuant
'abnormal pharyngeal arch artery morphology','pharyngeal arch artery',Continuant,'abnormal artery development','artery development',Occurent
'abnormal photoreceptor connecting cilium morphology','photoreceptor connecting cilium',Continuant,'abnormal nonmotile primary cilium morphology','GO_0031513',Other
'abnormal cecum development','caecum development',Occurent,'abnormal cecum morphology','caecum',Continuant
'osteomalacia','bone element',Continuant,'abnormal bone mineralization','bone mineralization',Occurent
'abnormal circulating protein level','protein polypeptide chain',Continuant,'abnormal blood homeostasis','homeostatic process',Occurent
'parotid gland inflammation','inflammatory response',Occurent,'abnormal parotid gland physiology','parotid gland',Continuant
'intestinal inflammation','inflammatory response',Occurent,'abnormal intestine physiology','intestine',Continuant
'abnormal kidney epithelial cell primary cilium morphology','GO_0031513',Other,'abnormal kidney epithelium morphology','kidney epithelium',Continuant
'abnormal subarachnoid space development','subarachnoid space development',Occurent,'abnormal subarachnoid space morphology','subarachnoid space',Continuant
'abnormal erythropoiesis','erythrocyte development',Occurent,'abnormal erythrocyte morphology','erythrocyte',Continuant
'abnormal perineural vascular plexus morphology','perineural vascular plexus',Continuant,'abnormal vascular development','blood vessel development',Occurent
'abnormal testis development','male gonad development',Occurent,'abnormal testis morphology','testis',Continuant
'pulmonary artery aneurysm','aneurysm',Other,'abnormal pulmonary artery morphology','pulmonary artery',Continuant
'abnormal astrocyte apoptosis','apoptotic process',Occurent,'abnormal astrocyte physiology','astrocyte',Continuant
'abnormal oligodendrocyte apoptosis','oligodendrocyte apoptotic process',Occurent,'abnormal oligodendrocyte physiology','oligodendrocyte',Continuant
'abnormal gestational length','female pregnancy',Occurent,'abnormal female reproductive system physiology','female reproductive system',Continuant
'abnormal ovary apoptosis','apoptotic process',Occurent,'abnormal ovary physiology','ovary',Continuant
'uterus fibrosis','fibrosis',Other,'abnormal uterus morphology','uterus',Continuant
'abnormal circulating ketone body level','ketone body',Continuant,'abnormal lipid homeostasis','lipid homeostasis',Occurent
'abnormal fetal cardiomyocyte proliferation','cell proliferation',Occurent,'abnormal muscle physiology','muscle organ',Continuant
'failure of atrioventricular cushion closure','endocardial cushion fusion',Occurent,'abnormal atrioventricular cushion morphology','endocardial cushion',Continuant
'abnormal glucagon secretion','glucagon secretion',Occurent,'abnormal pancreatic alpha cell physiology','pancreatic A cell',Continuant
'abnormal bone ossification','ossification',Occurent,'abnormal skeleton physiology','skeletal system',Continuant
'abnormal primitive streak formation','primitive streak formation',Occurent,'abnormal primitive streak morphology','primitive streak',Continuant
'abnormal insulin secretion','insulin secretion',Occurent,'abnormal pancreatic beta cell physiology','type B pancreatic cell',Continuant
'sublingual gland inflammation','inflammatory response',Occurent,'abnormal sublingual gland physiology','sublingual gland',Continuant
'non-pigmented tail tip','pigmentation',Occurent,'abnormal tail tip morphology','post-anal tail tip',Continuant
'abnormal circulating bicarbonate level','hydrogencarbonate',Continuant,'abnormal blood homeostasis','homeostatic process',Occurent
'abnormal embryonic cloaca development','cloaca development',Occurent,'abnormal embryonic cloaca morphology','embryonic cloaca',Continuant
'aneurysm','aneurysm',Other,'abnormal cardiovascular system morphology','cardiovascular system',Continuant
'perineal fistula','fistula',Other,'abnormal perineum morphology','perineum',Continuant
'abnormal genital tubercle morphology','undifferentiated genital tubercle',Continuant,'abnormal reproductive system development','reproductive system development',Occurent
'anoperineal fistula','perineum',Continuant,'perineal fistula','fistula',Other
'rectoperineal fistula','perineum',Continuant,'perineal fistula','fistula',Other
'decreased endolymph production','biosynthetic process',Occurent,'abnormal endolymph','endolymph',Continuant
'increased endolymph production','biosynthetic process',Occurent,'abnormal endolymph','endolymph',Continuant
'abnormal respiratory system development','respiratory system development',Occurent,'abnormal respiratory system morphology','respiratory system',Continuant
'impaired neutrophil phagocytosis','phagocytosis',Occurent,'abnormal neutrophil physiology','neutrophil',Continuant
'absent mature ovarian follicles','mature ovarian follicle',Continuant,'abnormal ovarian folliculogenesis','ovarian follicle development',Occurent
'abnormal protein level','protein',Continuant,'abnormal homeostasis','homeostatic process',Occurent
'abnormal ovarian folliculogenesis','ovarian follicle development',Occurent,'abnormal ovarian follicle morphology','ovarian follicle',Continuant
'abnormal trophoblast giant cell proliferation','cell proliferation',Occurent,'abnormal placenta physiology','placenta',Continuant
'abnormal urine citrate level','citrate(3-)',Continuant,'abnormal urine homeostasis','homeostatic process',Occurent
'abnormal cytotoxic T cell cytolysis','T cell mediated cytotoxicity',Occurent,'abnormal cytotoxic T cell physiology',"'CD8-positive, alpha-beta cytotoxic T cell'",Continuant
'abnormal urine glycerol level','glycerol',Continuant,'abnormal urine homeostasis','homeostatic process',Occurent
'abnormal lung endothelial cell proliferation','cell proliferation',Occurent,'abnormal lung endothelial cell physiology','lung endothelial cell',Continuant
'abnormal lung endothelial cell migration','cell migration',Occurent,'abnormal lung endothelial cell physiology','lung endothelial cell',Continuant
'abnormal megakaryocyte differentiation','megakaryocyte differentiation',Occurent,'abnormal megakaryocyte morphology','megakaryocyte',Continuant
'genital hemorrhage','hemorrhage and non-specified extravasation',Other,'abnormal reproductive system physiology','reproductive system',Continuant
'failure of Mullerian duct regression','Mullerian duct regression',Occurent,'abnormal Mullerian duct morphology','Mullerian duct',Continuant
'decreased activated T cell number','activated T cell proliferation',Occurent,'decreased T cell number','T cell',Continuant
'abnormal B lymphocyte antigen presentation','B cell antigen processing and presentation',Occurent,'abnormal B cell physiology','B cell',Continuant
'true hermaphroditism','multicellular organism',Continuant,'abnormal primary sex determination','primary sex determination',Occurent
'abnormal somite border morphology','somite border',Continuant,'abnormal somite development','somite development',Occurent
'abnormal hymen development','animal organ development',Occurent,'abnormal vagina orifice morphology','vagina orifice',Continuant
'abnormal pancreas secretion','secretion by tissue',Occurent,'abnormal pancreas physiology','pancreas',Continuant
'abnormal porphyrin level','porphyrin',Continuant,'abnormal homeostasis','homeostatic process',Occurent
'abnormal macrophage antigen presentation','macrophage antigen processing and presentation',Occurent,'abnormal macrophage physiology','macrophage',Continuant
'abnormal pituitary diverticulum morphology','Rathke's pouch',Continuant,'abnormal adenohypophysis development','adenohypophysis development',Occurent
'increased submandibular gland apoptosis','apoptotic process',Occurent,'abnormal submandibular gland physiology','submandibular gland',Continuant
'imperforate hymen','vaginal hymen',Continuant,'abnormal hymen development','animal organ development',Occurent
'abnormal cardiomyocyte apoptosis','apoptotic process',Occurent,'abnormal muscle physiology','muscle organ',Continuant
'absent hymen','vaginal hymen',Continuant,'abnormal hymen development','animal organ development',Occurent
'abnormal vagina development','vagina development',Occurent,'abnormal vagina morphology','vagina',Continuant
'abnormal cardinal vein morphology','cardinal vein',Continuant,'abnormal vein development','venous blood vessel development',Occurent
'abnormal heart tube morphology','heart tube',Continuant,'abnormal heart development','heart development',Occurent
'abnormal dorsal aorta morphology','pair of dorsal aortae',Continuant,'abnormal artery development','artery development',Occurent
'ophthalmoparesis','eye muscle',Continuant,'abnormal eye movement','eye movement',Other
'ophthalmoplegia','extra-ocular muscle',Continuant,'abnormal eye movement','eye movement',Other
'abnormal circadian regulation of heart rate','circadian regulation of heart rate',Other,'abnormal heartbeat','heart contraction',Occurent
'abnormal intestine development','digestive tract development',Occurent,'abnormal intestine morphology','intestine',Continuant
'vagina cysts','cyst',Other,'abnormal vagina morphology','vagina',Continuant
'increased lacrimal gland apoptosis','apoptotic process',Occurent,'abnormal lacrimal gland physiology','lacrimal gland',Continuant
'abnormal nephron morphogenesis','nephron morphogenesis',Occurent,'abnormal nephron morphology','nephron',Continuant
'abnormal thyroid diverticulum morphology','diverticulum',Other,'abnormal thyroid gland development','thyroid gland development',Occurent
'abnormal neuronal stem cell morphology','neuronal stem cell',Continuant,'abnormal nervous system development','nervous system development',Occurent
'abnormal pro-B cell morphology','pro-B cell',Continuant,'abnormal B cell differentiation','B cell differentiation',Occurent
'abnormal heart development','heart development',Occurent,'abnormal heart morphology','heart',Continuant
'abnormal Leydig cell differentiation','Leydig cell differentiation',Occurent,'abnormal Leydig cell morphology','Leydig cell',Continuant
'abnormal intestinal secretion','intestine secretion',Continuant,'abnormal digestive secretion','secretion by tissue',Occurent
'lymph node inflammation','inflammatory response',Occurent,'abnormal immune organ physiology','immune organ',Continuant
'abnormal cholangiocyte primary cilium morphology','GO_0031513',Other,'abnormal cholangiocyte morphology','cholangiocyte',Continuant
'abnormal retinal melanocyte morphology','retinal melanocyte',Continuant,'abnormal retinal pigmentation','pigmentation',Occurent
