p1,p2,label_x,label_y,cat
http://purl.obolibrary.org/obo/ZP_0001563,http://purl.obolibrary.org/obo/WBPhenotype_0000384,"axon guidance process quality, abnormal (ZPO)",axon guidance variant (WBP),logical
http://purl.obolibrary.org/obo/XPO_0131754,http://purl.obolibrary.org/obo/ZP_0000594,delayed embryo development (XPO),"embryo development delayed, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/ZP_0000594,http://purl.obolibrary.org/obo/XPO_0131754,"embryo development delayed, abnormal (ZPO)",delayed embryo development (XPO),logical
http://purl.obolibrary.org/obo/WBPhenotype_0000640,http://purl.obolibrary.org/obo/FBcv_0006004,egg laying variant (WBP),oviposition defective (DPO),logical
http://purl.obolibrary.org/obo/MP_0000774,http://purl.obolibrary.org/obo/HP_0001322,decreased brain size (MPO),obsolete Brain very small (HPO),logical
http://purl.obolibrary.org/obo/HP_0025100,http://purl.obolibrary.org/obo/MP_0000807,Abnormal morphology of the hippocampus (HPO),abnormal hippocampus morphology (MPO),logical
http://purl.obolibrary.org/obo/ZP_0012827,http://purl.obolibrary.org/obo/FBcv_0000407,"sensory perception of sound process quality, abnormal (ZPO)",auditory perception defective (DPO),logical
http://purl.obolibrary.org/obo/ZP_0011074,http://purl.obolibrary.org/obo/ZP_0014850,"lens eye deformed, abnormal (ZPO)","lens deformed, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/ZP_0014850,http://purl.obolibrary.org/obo/ZP_0011074,"lens deformed, abnormal (ZPO)","lens eye deformed, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/WBPhenotype_0000708,http://purl.obolibrary.org/obo/ZP_0004747,intestinal development variant (WBP),"digestive tract development process quality, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/HP_0011068,http://purl.obolibrary.org/obo/MP_0010353,Odontoma (HPO),increased odontoma incidence (MPO),logical
http://purl.obolibrary.org/obo/MP_0011513,http://purl.obolibrary.org/obo/HP_0030321,abnormal vertebral artery morphology (MPO),Abnormal vertebral artery morphology (HPO),logical
http://purl.obolibrary.org/obo/ZP_0006418,http://purl.obolibrary.org/obo/MP_0003416,"ossification premature, abnormal (ZPO)",premature bone ossification (MPO),logical
http://purl.obolibrary.org/obo/ZP_0013717,http://purl.obolibrary.org/obo/ZP_0101332,"iridophore eye amount, abnormal (ZPO)","iridophore amount, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/ZP_0101332,http://purl.obolibrary.org/obo/ZP_0013717,"iridophore amount, abnormal (ZPO)","iridophore eye amount, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/ZP_0012328,http://purl.obolibrary.org/obo/HP_0012447,"myelination process quality, abnormal (ZPO)",Abnormal myelination (HPO),logical
http://purl.obolibrary.org/obo/HP_0000092,http://purl.obolibrary.org/obo/MP_0011346,Tubular atrophy (HPO),renal tubule atrophy (MPO),logical
http://purl.obolibrary.org/obo/ZP_0014483,http://purl.obolibrary.org/obo/WBPhenotype_0002164,"innate immune response process quality, abnormal (ZPO)",innate immune response variant (WBP),logical
http://purl.obolibrary.org/obo/WBPhenotype_0000880,http://purl.obolibrary.org/obo/ZP_0018279,axon development variant (WBP),"axon development process quality, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/HP_0025028,http://purl.obolibrary.org/obo/MP_0001044,Abnormality of enteric nervous system morphology (HPO),abnormal enteric nervous system morphology (MPO),logical
http://purl.obolibrary.org/obo/MP_0001044,http://purl.obolibrary.org/obo/HP_0025028,abnormal enteric nervous system morphology (MPO),Abnormality of enteric nervous system morphology (HPO),logical
http://purl.obolibrary.org/obo/ZP_0003183,http://purl.obolibrary.org/obo/ZP_0020402,"intersegmental vessel disorganized, abnormal (ZPO)","intersegmental vessel trunk disorganized, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/ZP_0020402,http://purl.obolibrary.org/obo/ZP_0003183,"intersegmental vessel trunk disorganized, abnormal (ZPO)","intersegmental vessel disorganized, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/ZP_0001406,http://purl.obolibrary.org/obo/ZP_0010350,"somite decreased size, abnormal (ZPO)","somite trunk decreased size, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/ZP_0010350,http://purl.obolibrary.org/obo/ZP_0001406,"somite trunk decreased size, abnormal (ZPO)","somite decreased size, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/XPO_0139811,http://purl.obolibrary.org/obo/XPO_0139990,abnormally necrotic circulatory system (XPO),abnormally necrotic cardiovascular system (XPO),logical
http://purl.obolibrary.org/obo/XPO_0139990,http://purl.obolibrary.org/obo/XPO_0139811,abnormally necrotic cardiovascular system (XPO),abnormally necrotic circulatory system (XPO),logical
http://purl.obolibrary.org/obo/HP_0002797,http://purl.obolibrary.org/obo/MP_0004993,Osteolysis (HPO),decreased bone resorption (MPO),logical
http://purl.obolibrary.org/obo/ZP_0020014,http://purl.obolibrary.org/obo/ZP_0011033,"renal capsular space dilated, abnormal (ZPO)","pronephric capsular space dilated, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/ZP_0011033,http://purl.obolibrary.org/obo/ZP_0020014,"pronephric capsular space dilated, abnormal (ZPO)","renal capsular space dilated, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/ZP_0014383,http://purl.obolibrary.org/obo/ZP_0019737,"pronephric capsular space increased size, abnormal (ZPO)","renal capsular space increased size, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/ZP_0019737,http://purl.obolibrary.org/obo/ZP_0014383,"renal capsular space increased size, abnormal (ZPO)","pronephric capsular space increased size, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/MP_0004623,http://purl.obolibrary.org/obo/HP_0030039,thoracic vertebral fusion (MPO),Fused thoracic vertebrae (HPO),logical
http://purl.obolibrary.org/obo/HP_0030039,http://purl.obolibrary.org/obo/MP_0004623,Fused thoracic vertebrae (HPO),thoracic vertebral fusion (MPO),logical
http://purl.obolibrary.org/obo/WBPhenotype_0000658,http://purl.obolibrary.org/obo/ZP_0008973,neuromuscular synaptic transmission variant (WBP),"neuromuscular synaptic transmission process quality, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/HP_0003261,http://purl.obolibrary.org/obo/MP_0002495,Increased circulating IgA level (HPO),increased IgA level (MPO),logical
http://purl.obolibrary.org/obo/MP_0003646,http://purl.obolibrary.org/obo/HP_0003750,muscle fatigue (MPO),Increased muscle fatiguability (HPO),logical
http://purl.obolibrary.org/obo/ZP_0006217,http://purl.obolibrary.org/obo/ZP_0005651,"melanocyte head decreased amount, abnormal (ZPO)","melanocyte integument decreased amount, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/ZP_0000329,http://purl.obolibrary.org/obo/ZP_0005651,"melanocyte decreased amount, abnormal (ZPO)","melanocyte integument decreased amount, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/ZP_0005651,http://purl.obolibrary.org/obo/ZP_0006217,"melanocyte integument decreased amount, abnormal (ZPO)","melanocyte head decreased amount, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/ZP_0000329,http://purl.obolibrary.org/obo/ZP_0006217,"melanocyte decreased amount, abnormal (ZPO)","melanocyte head decreased amount, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/ZP_0005651,http://purl.obolibrary.org/obo/ZP_0000329,"melanocyte integument decreased amount, abnormal (ZPO)","melanocyte decreased amount, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/ZP_0006217,http://purl.obolibrary.org/obo/ZP_0000329,"melanocyte head decreased amount, abnormal (ZPO)","melanocyte decreased amount, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/MP_0006116,http://purl.obolibrary.org/obo/HP_0004380,calcified aortic valve (MPO),Aortic valve calcification (HPO),logical
http://purl.obolibrary.org/obo/ZP_0008973,http://purl.obolibrary.org/obo/WBPhenotype_0000658,"neuromuscular synaptic transmission process quality, abnormal (ZPO)",neuromuscular synaptic transmission variant (WBP),logical
http://purl.obolibrary.org/obo/MP_0004693,http://purl.obolibrary.org/obo/HP_0003173,pubis hypoplasia (MPO),Hypoplastic pubic bone (HPO),logical
http://purl.obolibrary.org/obo/PHIPO_0000229,http://purl.obolibrary.org/obo/PHIPO_0000498,abnormal pathogen host interaction biosynthesis of deoxynivalenol (PHIPO),abnormal toxin biosynthetic process (PHIPO),logical
http://purl.obolibrary.org/obo/PHIPO_0000218,http://purl.obolibrary.org/obo/PHIPO_0000498,abnormal pathogen host interaction toxin biosynthetic process (PHIPO),abnormal toxin biosynthetic process (PHIPO),logical
http://purl.obolibrary.org/obo/PHIPO_0000500,http://purl.obolibrary.org/obo/PHIPO_0000498,abnormal biosynthesis of deoxynivalenol (PHIPO),abnormal toxin biosynthetic process (PHIPO),logical
http://purl.obolibrary.org/obo/PHIPO_0000498,http://purl.obolibrary.org/obo/PHIPO_0000229,abnormal toxin biosynthetic process (PHIPO),abnormal pathogen host interaction biosynthesis of deoxynivalenol (PHIPO),logical
http://purl.obolibrary.org/obo/PHIPO_0000218,http://purl.obolibrary.org/obo/PHIPO_0000229,abnormal pathogen host interaction toxin biosynthetic process (PHIPO),abnormal pathogen host interaction biosynthesis of deoxynivalenol (PHIPO),logical
http://purl.obolibrary.org/obo/PHIPO_0000500,http://purl.obolibrary.org/obo/PHIPO_0000229,abnormal biosynthesis of deoxynivalenol (PHIPO),abnormal pathogen host interaction biosynthesis of deoxynivalenol (PHIPO),logical
http://purl.obolibrary.org/obo/PHIPO_0000498,http://purl.obolibrary.org/obo/PHIPO_0000218,abnormal toxin biosynthetic process (PHIPO),abnormal pathogen host interaction toxin biosynthetic process (PHIPO),logical
http://purl.obolibrary.org/obo/PHIPO_0000229,http://purl.obolibrary.org/obo/PHIPO_0000218,abnormal pathogen host interaction biosynthesis of deoxynivalenol (PHIPO),abnormal pathogen host interaction toxin biosynthetic process (PHIPO),logical
http://purl.obolibrary.org/obo/PHIPO_0000500,http://purl.obolibrary.org/obo/PHIPO_0000218,abnormal biosynthesis of deoxynivalenol (PHIPO),abnormal pathogen host interaction toxin biosynthetic process (PHIPO),logical
http://purl.obolibrary.org/obo/PHIPO_0000498,http://purl.obolibrary.org/obo/PHIPO_0000500,abnormal toxin biosynthetic process (PHIPO),abnormal biosynthesis of deoxynivalenol (PHIPO),logical
http://purl.obolibrary.org/obo/PHIPO_0000229,http://purl.obolibrary.org/obo/PHIPO_0000500,abnormal pathogen host interaction biosynthesis of deoxynivalenol (PHIPO),abnormal biosynthesis of deoxynivalenol (PHIPO),logical
http://purl.obolibrary.org/obo/PHIPO_0000218,http://purl.obolibrary.org/obo/PHIPO_0000500,abnormal pathogen host interaction toxin biosynthetic process (PHIPO),abnormal biosynthesis of deoxynivalenol (PHIPO),logical
http://purl.obolibrary.org/obo/HP_0410245,http://purl.obolibrary.org/obo/MP_0002491,Decreased circulating total IgD (HPO),decreased IgD level (MPO),logical
http://purl.obolibrary.org/obo/HP_0012176,http://purl.obolibrary.org/obo/MP_0005068,Abnormal natural killer cell morphology (HPO),abnormal NK cell morphology (MPO),logical
http://purl.obolibrary.org/obo/ZP_0002742,http://purl.obolibrary.org/obo/ZP_0002741,"endothelial cell posterior communicating artery increased amount, abnormal (ZPO)","blood vessel endothelial cell posterior communicating artery increased amount, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/ZP_0002741,http://purl.obolibrary.org/obo/ZP_0002742,"blood vessel endothelial cell posterior communicating artery increased amount, abnormal (ZPO)","endothelial cell posterior communicating artery increased amount, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/MP_0008365,http://purl.obolibrary.org/obo/HP_0010627,adenohypophysis hypoplasia (MPO),Anterior pituitary hypoplasia (HPO),logical
http://purl.obolibrary.org/obo/ZP_0010496,http://purl.obolibrary.org/obo/WBPhenotype_0000363,"cell division decreased rate, abnormal (ZPO)",cell division slow (WBP),logical
http://purl.obolibrary.org/obo/HP_0002093,http://purl.obolibrary.org/obo/MP_0001953,Respiratory insufficiency (HPO),respiratory failure (MPO),logical
http://purl.obolibrary.org/obo/ZP_0005708,http://purl.obolibrary.org/obo/ZP_0018322,"intersegmental vein decreased amount, abnormal (ZPO)","intersegmental vein trunk decreased amount, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/ZP_0018322,http://purl.obolibrary.org/obo/ZP_0005708,"intersegmental vein trunk decreased amount, abnormal (ZPO)","intersegmental vein decreased amount, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/ZP_0017051,http://purl.obolibrary.org/obo/HP_0045005,"neural tube closure process quality, abnormal (ZPO)",Neural tube defect (HPO),logical
http://purl.obolibrary.org/obo/XPO_0131746,http://purl.obolibrary.org/obo/HP_0045005,abnormal neural tube closure (XPO),Neural tube defect (HPO),logical
http://purl.obolibrary.org/obo/ZP_0004278,http://purl.obolibrary.org/obo/XPO_0131699,"axon extension involved in axon guidance process quality, abnormal (ZPO)",abnormal axon extension involved in axon guidance (XPO),logical
http://purl.obolibrary.org/obo/XPO_0138342,http://purl.obolibrary.org/obo/XPO_0138616,decreased cell population proliferation in peripheral nerve (XPO),decreased cell population proliferation in nerve (XPO),logical
http://purl.obolibrary.org/obo/XPO_0138616,http://purl.obolibrary.org/obo/XPO_0138342,decreased cell population proliferation in nerve (XPO),decreased cell population proliferation in peripheral nerve (XPO),logical
http://purl.obolibrary.org/obo/XPO_0128673,http://purl.obolibrary.org/obo/XPO_0128776,decreased size of the omphalomesenteric vein (XPO),decreased size of the vitelline vein (XPO),logical
http://purl.obolibrary.org/obo/XPO_0128776,http://purl.obolibrary.org/obo/XPO_0128673,decreased size of the vitelline vein (XPO),decreased size of the omphalomesenteric vein (XPO),logical
http://purl.obolibrary.org/obo/HP_0003572,http://purl.obolibrary.org/obo/MP_0020837,Low plasma citrulline (HPO),decreased circulating citrulline level (MPO),logical
http://purl.obolibrary.org/obo/MP_0020837,http://purl.obolibrary.org/obo/HP_0003572,decreased circulating citrulline level (MPO),Low plasma citrulline (HPO),logical
http://purl.obolibrary.org/obo/HP_0003130,http://purl.obolibrary.org/obo/ZP_0011783,Abnormal peripheral myelination (HPO),"myelination in peripheral nervous system process quality, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/HP_0001671,http://purl.obolibrary.org/obo/MP_0006113,Abnormal cardiac septum morphology (HPO),abnormal heart septum morphology (MPO),logical
http://purl.obolibrary.org/obo/MP_0000182,http://purl.obolibrary.org/obo/HP_0003141,increased circulating LDL cholesterol level (MPO),Increased LDL cholesterol concentration (HPO),logical
http://purl.obolibrary.org/obo/HP_0010303,http://purl.obolibrary.org/obo/MP_0009023,Abnormal spinal meningeal morphology (HPO),abnormal spinal cord meninges morphology (MPO),logical
http://purl.obolibrary.org/obo/HP_0011994,http://purl.obolibrary.org/obo/MP_0000282,Abnormal atrial septum morphology (HPO),abnormal interatrial septum morphology (MPO),logical
http://purl.obolibrary.org/obo/MP_0000282,http://purl.obolibrary.org/obo/HP_0011994,abnormal interatrial septum morphology (MPO),Abnormal atrial septum morphology (HPO),logical
http://purl.obolibrary.org/obo/MP_0000324,http://purl.obolibrary.org/obo/HP_0100495,increased mast cell number (MPO),Mastocytosis (HPO),logical
http://purl.obolibrary.org/obo/HP_0100495,http://purl.obolibrary.org/obo/MP_0000324,Mastocytosis (HPO),increased mast cell number (MPO),logical
http://purl.obolibrary.org/obo/HP_0007343,http://purl.obolibrary.org/obo/MP_0004166,Abnormal morphology of the limbic system (HPO),abnormal limbic system morphology (MPO),logical
http://purl.obolibrary.org/obo/MP_0004166,http://purl.obolibrary.org/obo/HP_0007343,abnormal limbic system morphology (MPO),Abnormal morphology of the limbic system (HPO),logical
http://purl.obolibrary.org/obo/MP_0010884,http://purl.obolibrary.org/obo/HP_0002043,esophagus stenosis (MPO),Esophageal stricture (HPO),logical
http://purl.obolibrary.org/obo/ZP_0011782,http://purl.obolibrary.org/obo/HP_0011400,"central nervous system myelination process quality, abnormal (ZPO)",Abnormal CNS myelination (HPO),logical
http://purl.obolibrary.org/obo/HP_0003254,http://purl.obolibrary.org/obo/FBcv_0000423,Abnormality of DNA repair (HPO),DNA repair defective (DPO),logical
http://purl.obolibrary.org/obo/ZP_0130766,http://purl.obolibrary.org/obo/ZP_0014564,"atrioventricular canal has fewer parts of type cell endocardium, abnormal (ZPO)","atrioventricular canal has fewer parts of type cell endocardium, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/ZP_0014564,http://purl.obolibrary.org/obo/ZP_0130766,"atrioventricular canal has fewer parts of type cell endocardium, abnormal (ZPO)","atrioventricular canal has fewer parts of type cell endocardium, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/HP_0012688,http://purl.obolibrary.org/obo/MP_0011728,Abnormality of pineal physiology (HPO),abnormal pineal gland physiology (MPO),logical
http://purl.obolibrary.org/obo/MP_0000547,http://purl.obolibrary.org/obo/HP_0008873,short limbs (MPO),Disproportionate short-limb short stature (HPO),logical
http://purl.obolibrary.org/obo/MP_0002865,http://purl.obolibrary.org/obo/ZP_0131161,increased growth rate (MPO),"growth increased rate, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/WBPhenotype_0001669,http://purl.obolibrary.org/obo/MP_0004792,presynaptic vesicle number variant (WBP),abnormal synaptic vesicle number (MPO),logical
http://purl.obolibrary.org/obo/ZP_0001410,http://purl.obolibrary.org/obo/ZP_0102401,"intersegmental vessel increased branchiness, abnormal (ZPO)","intersegmental vessel trunk increased branchiness, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/ZP_0102401,http://purl.obolibrary.org/obo/ZP_0001410,"intersegmental vessel trunk increased branchiness, abnormal (ZPO)","intersegmental vessel increased branchiness, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/ZP_0006266,http://purl.obolibrary.org/obo/ZP_0018429,"eye photoreceptor cell retinal photoreceptor layer immature, abnormal (ZPO)","eye photoreceptor cell immature, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/ZP_0018429,http://purl.obolibrary.org/obo/ZP_0006266,"eye photoreceptor cell immature, abnormal (ZPO)","eye photoreceptor cell retinal photoreceptor layer immature, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/ZP_0007397,http://purl.obolibrary.org/obo/XPO_0131700,"BMP signaling pathway process quality, abnormal (ZPO)",abnormal BMP signaling pathway (XPO),logical
http://purl.obolibrary.org/obo/MP_0002693,http://purl.obolibrary.org/obo/HP_0012091,abnormal pancreas physiology (MPO),Abnormality of pancreas physiology (HPO),logical
http://purl.obolibrary.org/obo/MP_0005618,http://purl.obolibrary.org/obo/HP_0012364,decreased urine potassium level (MPO),Decreased urinary potassium (HPO),logical
http://purl.obolibrary.org/obo/WBPhenotype_0001049,http://purl.obolibrary.org/obo/FBcv_0000403,chemosensory behavior variant (WBP),chemosensitive behavior defective (DPO),logical
http://purl.obolibrary.org/obo/MP_0000785,http://purl.obolibrary.org/obo/HP_0006872,telencephalon hypoplasia (MPO),Cerebral hypoplasia (HPO),logical
http://purl.obolibrary.org/obo/MP_0000114,http://purl.obolibrary.org/obo/HP_0011323,cleft chin (MPO),Cleft of chin (HPO),logical
http://purl.obolibrary.org/obo/ZP_0004077,http://purl.obolibrary.org/obo/FBcv_0000432,"mitotic cell cycle process quality, abnormal (ZPO)",mitotic cell cycle defective (DPO),logical
http://purl.obolibrary.org/obo/ZP_0130708,http://purl.obolibrary.org/obo/ZP_0008777,"intestinal epithelium detached from cell intestinal epithelium, abnormal (ZPO)","intestinal epithelium detached from cell intestinal epithelium, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/ZP_0008777,http://purl.obolibrary.org/obo/ZP_0130708,"intestinal epithelium detached from cell intestinal epithelium, abnormal (ZPO)","intestinal epithelium detached from cell intestinal epithelium, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/MP_0003928,http://purl.obolibrary.org/obo/ZP_0103379,increased heart rate variability (MPO),"heart contraction increased variability of rate, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/HP_0005548,http://purl.obolibrary.org/obo/MP_0008255,Megakaryocytopenia (HPO),decreased megakaryocyte cell number (MPO),logical
http://purl.obolibrary.org/obo/MP_0004621,http://purl.obolibrary.org/obo/HP_0030040,lumbar vertebral fusion (MPO),Fused lumbar vertebrae (HPO),logical
http://purl.obolibrary.org/obo/HP_0030040,http://purl.obolibrary.org/obo/MP_0004621,Fused lumbar vertebrae (HPO),lumbar vertebral fusion (MPO),logical
http://purl.obolibrary.org/obo/HP_0005513,http://purl.obolibrary.org/obo/MP_0008254,Increased megakaryocyte count (HPO),increased megakaryocyte cell number (MPO),logical
http://purl.obolibrary.org/obo/MP_0008255,http://purl.obolibrary.org/obo/HP_0005548,decreased megakaryocyte cell number (MPO),Megakaryocytopenia (HPO),logical
http://purl.obolibrary.org/obo/MP_0003617,http://purl.obolibrary.org/obo/HP_0005343,urinary bladder hypoplasia (MPO),Hypoplasia of the bladder (HPO),logical
http://purl.obolibrary.org/obo/WBPhenotype_0002513,http://purl.obolibrary.org/obo/FBcv_0000002,thermotaxis variant (WBP),thermotaxis behavior defective (DPO),logical
http://purl.obolibrary.org/obo/MP_0006133,http://purl.obolibrary.org/obo/HP_0003207,calcified artery (MPO),Arterial calcification (HPO),logical
http://purl.obolibrary.org/obo/MP_0011962,http://purl.obolibrary.org/obo/HP_0011487,increased cornea thickness (MPO),Increased corneal thickness (HPO),logical
http://purl.obolibrary.org/obo/HP_0011487,http://purl.obolibrary.org/obo/MP_0011962,Increased corneal thickness (HPO),increased cornea thickness (MPO),logical
http://purl.obolibrary.org/obo/ZP_0108706,http://purl.obolibrary.org/obo/ZP_0109881,"pronephric capsular space quality, abnormal (ZPO)","renal capsular space quality, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/ZP_0109881,http://purl.obolibrary.org/obo/ZP_0108706,"renal capsular space quality, abnormal (ZPO)","pronephric capsular space quality, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/HP_0410043,http://purl.obolibrary.org/obo/MP_0002151,Abnormal neural tube morphology (HPO),abnormal neural tube morphology (MPO),logical
http://purl.obolibrary.org/obo/HP_0002904,http://purl.obolibrary.org/obo/MP_0005344,Hyperbilirubinemia (HPO),increased circulating bilirubin level (MPO),logical
http://purl.obolibrary.org/obo/MP_0010147,http://purl.obolibrary.org/obo/HP_0012093,abnormal endocrine pancreas physiology (MPO),Abnormality of endocrine pancreas physiology (HPO),logical
http://purl.obolibrary.org/obo/HP_0001098,http://purl.obolibrary.org/obo/MP_0002864,Abnormal fundus morphology (HPO),abnormal ocular fundus morphology (MPO),logical
http://purl.obolibrary.org/obo/MP_0011653,http://purl.obolibrary.org/obo/HP_0500145,decreased circulating histidine level (MPO),Hypohistidinemia (HPO),logical
http://purl.obolibrary.org/obo/HP_0011733,http://purl.obolibrary.org/obo/MP_0002909,Abnormality of adrenal physiology (HPO),abnormal adrenal gland physiology (MPO),logical
http://purl.obolibrary.org/obo/ZP_0015022,http://purl.obolibrary.org/obo/MP_0001931,"oogenesis quality, abnormal (ZPO)",abnormal oogenesis (MPO),logical
http://purl.obolibrary.org/obo/MP_0000938,http://purl.obolibrary.org/obo/HP_0002398,motor neuron degeneration (MPO),Degeneration of anterior horn cells (HPO),logical
http://purl.obolibrary.org/obo/HP_0002398,http://purl.obolibrary.org/obo/MP_0000938,Degeneration of anterior horn cells (HPO),motor neuron degeneration (MPO),logical
http://purl.obolibrary.org/obo/MP_0030772,http://purl.obolibrary.org/obo/HP_0003345,increased urine noradrenaline level (MPO),Elevated urinary norepinephrine (HPO),logical
http://purl.obolibrary.org/obo/ZP_0004923,http://purl.obolibrary.org/obo/ZP_0021923,"NaK ionocyte decreased amount, abnormal (ZPO)","NaK ionocyte integument decreased amount, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/ZP_0021923,http://purl.obolibrary.org/obo/ZP_0004923,"NaK ionocyte integument decreased amount, abnormal (ZPO)","NaK ionocyte decreased amount, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/WBPhenotype_0002408,http://purl.obolibrary.org/obo/FBcv_0000433,cytokinesis variant (WBP),cytokinesis defective (DPO),logical
http://purl.obolibrary.org/obo/ZP_0011560,http://purl.obolibrary.org/obo/FBcv_0000433,"cytokinesis process quality, abnormal (ZPO)",cytokinesis defective (DPO),logical
http://purl.obolibrary.org/obo/MP_0002132,http://purl.obolibrary.org/obo/HP_0012252,abnormal respiratory system morphology (MPO),Abnormal respiratory system morphology (HPO),logical
http://purl.obolibrary.org/obo/ZP_0017051,http://purl.obolibrary.org/obo/XPO_0131746,"neural tube closure process quality, abnormal (ZPO)",abnormal neural tube closure (XPO),logical
http://purl.obolibrary.org/obo/HP_0045005,http://purl.obolibrary.org/obo/XPO_0131746,Neural tube defect (HPO),abnormal neural tube closure (XPO),logical
http://purl.obolibrary.org/obo/HP_0003141,http://purl.obolibrary.org/obo/MP_0000182,Increased LDL cholesterol concentration (HPO),increased circulating LDL cholesterol level (MPO),logical
http://purl.obolibrary.org/obo/MP_0006113,http://purl.obolibrary.org/obo/HP_0001671,abnormal heart septum morphology (MPO),Abnormal cardiac septum morphology (HPO),logical
http://purl.obolibrary.org/obo/HP_0006872,http://purl.obolibrary.org/obo/MP_0000785,Cerebral hypoplasia (HPO),telencephalon hypoplasia (MPO),logical
http://purl.obolibrary.org/obo/ZP_0012861,http://purl.obolibrary.org/obo/WBPhenotype_0001587,"actin cytoskeleton organization process quality, abnormal (ZPO)",actin organization biogenesis phenotype (WBP),logical
http://purl.obolibrary.org/obo/HP_0003362,http://purl.obolibrary.org/obo/MP_0005145,Increased VLDL cholesterol concentration (HPO),increased circulating VLDL cholesterol level (MPO),logical
http://purl.obolibrary.org/obo/MP_0005145,http://purl.obolibrary.org/obo/HP_0003362,increased circulating VLDL cholesterol level (MPO),Increased VLDL cholesterol concentration (HPO),logical
http://purl.obolibrary.org/obo/MP_0020365,http://purl.obolibrary.org/obo/HP_0012675,increased brain iron level (MPO),Iron accumulation in brain (HPO),logical
http://purl.obolibrary.org/obo/MP_0005554,http://purl.obolibrary.org/obo/HP_0012101,decreased circulating creatinine level (MPO),Decreased serum creatinine (HPO),logical
http://purl.obolibrary.org/obo/HP_0031243,http://purl.obolibrary.org/obo/MP_0005146,Decreased VLDL cholesterol concentration (HPO),decreased circulating VLDL cholesterol level (MPO),logical
http://purl.obolibrary.org/obo/MP_0005146,http://purl.obolibrary.org/obo/HP_0031243,decreased circulating VLDL cholesterol level (MPO),Decreased VLDL cholesterol concentration (HPO),logical
http://purl.obolibrary.org/obo/MP_0011380,http://purl.obolibrary.org/obo/HP_0002119,enlarged brain ventricles (MPO),Ventriculomegaly (HPO),logical
http://purl.obolibrary.org/obo/HP_0000139,http://purl.obolibrary.org/obo/MP_0005577,Uterine prolapse (HPO),uterus prolapse (MPO),logical
http://purl.obolibrary.org/obo/XPO_0131724,http://purl.obolibrary.org/obo/WBPhenotype_0001349,abnormal protein phosphorylation (XPO),protein phosphorylation variant (WBP),logical
http://purl.obolibrary.org/obo/WBPhenotype_0001349,http://purl.obolibrary.org/obo/XPO_0131724,protein phosphorylation variant (WBP),abnormal protein phosphorylation (XPO),logical
http://purl.obolibrary.org/obo/ZP_0016367,http://purl.obolibrary.org/obo/WBPhenotype_0000625,"synapse assembly process quality, abnormal (ZPO)",synaptogenesis variant (WBP),logical
http://purl.obolibrary.org/obo/WBPhenotype_0000623,http://purl.obolibrary.org/obo/ZP_0004500,nervous system development variant (WBP),"nervous system development process quality, abnormal (ZPO)",logical
http://purl.obolibrary.org/obo/MP_0002644,http://purl.obolibrary.org/obo/HP_0012153,decreased circulating triglyceride level (MPO),Hypotriglyceridemia (HPO),logical
